"","DEG","up.results_OO_RC_padj.1","down.results_OO_RC_padj.1"
"43","Down",NA,"Cladocopium_Davies_comp113581_c0_seq1_Symbiont"
"44","Down",NA,"Cladocopium_Davies_comp113598_c0_seq1_Symbiont"
"45","Down",NA,"Cladocopium_Davies_comp113600_c0_seq1_Symbiont"
"46","Down",NA,"Cladocopium_Davies_comp113604_c0_seq1_Symbiont"
"47","Down",NA,"Cladocopium_Davies_comp113605_c0_seq1_Symbiont"
"48","Down",NA,"Cladocopium_Davies_comp113612_c0_seq1_Symbiont"
"49","Down",NA,"Cladocopium_Davies_comp113619_c0_seq2_Symbiont"
"50","Down",NA,"Cladocopium_Davies_comp113620_c0_seq1_Symbiont"
"51","Down",NA,"Cladocopium_Davies_comp113645_c0_seq1_Symbiont"
"52","Down",NA,"Cladocopium_Davies_comp113646_c0_seq1_Symbiont"
"53","Down",NA,"Cladocopium_Davies_comp113649_c0_seq1_Symbiont"
"54","Down",NA,"Cladocopium_Davies_comp113651_c0_seq1_Symbiont"
"55","Down",NA,"Cladocopium_Davies_comp113655_c0_seq1_Symbiont"
"56","Down",NA,"Cladocopium_Davies_comp113657_c0_seq1_Symbiont"
"57","Down",NA,"Cladocopium_Davies_comp113659_c0_seq1_Symbiont"
"58","Down",NA,"Cladocopium_Davies_comp113662_c0_seq1_Symbiont"
"59","Down",NA,"Cladocopium_Davies_comp113664_c0_seq2_Symbiont"
"60","Down",NA,"Cladocopium_Davies_comp113666_c0_seq1_Symbiont"
"61","Down",NA,"Cladocopium_Davies_comp113667_c0_seq1_Symbiont"
"62","Down",NA,"Cladocopium_Davies_comp113676_c0_seq1_Symbiont"
"63","Down",NA,"Cladocopium_Davies_comp113683_c0_seq1_Symbiont"
"64","Down",NA,"Cladocopium_Davies_comp113686_c0_seq1_Symbiont"
"65","Down",NA,"Cladocopium_Davies_comp113689_c0_seq1_Symbiont"
"66","Down",NA,"Cladocopium_Davies_comp113701_c0_seq1_Symbiont"
"67","Down",NA,"Cladocopium_Davies_comp113702_c0_seq1_Symbiont"
"68","Down",NA,"Cladocopium_Davies_comp113703_c0_seq1_Symbiont"
"69","Down",NA,"Cladocopium_Davies_comp113704_c0_seq1_Symbiont"
"70","Down",NA,"Cladocopium_Davies_comp113706_c0_seq1_Symbiont"
"71","Down",NA,"Cladocopium_Davies_comp113708_c0_seq1_Symbiont"
"72","Down",NA,"Cladocopium_Davies_comp113709_c0_seq1_Symbiont"
"73","Down",NA,"Cladocopium_Davies_comp113710_c0_seq1_Symbiont"
"74","Down",NA,"Cladocopium_Davies_comp113712_c0_seq1_Symbiont"
"75","Down",NA,"Cladocopium_Davies_comp113719_c0_seq2_Symbiont"
"76","Down",NA,"Cladocopium_Davies_comp113722_c0_seq1_Symbiont"
"77","Down",NA,"Cladocopium_Davies_comp113725_c0_seq1_Symbiont"
"78","Down",NA,"Cladocopium_Davies_comp113728_c0_seq1_Symbiont"
"79","Down",NA,"Cladocopium_Davies_comp113729_c0_seq1_Symbiont"
"80","Down",NA,"Cladocopium_Davies_comp113732_c0_seq1_Symbiont"
"81","Down",NA,"Cladocopium_Davies_comp113734_c0_seq1_Symbiont"
"82","Down",NA,"Cladocopium_Davies_comp113736_c0_seq2_Symbiont"
"83","Down",NA,"Cladocopium_Davies_comp113737_c0_seq1_Symbiont"
"84","Down",NA,"Cladocopium_Davies_comp113739_c0_seq1_Symbiont"
"85","Down",NA,"Cladocopium_Davies_comp113740_c0_seq1_Symbiont"
"86","Down",NA,"Cladocopium_Davies_comp113742_c0_seq1_Symbiont"
"87","Down",NA,"Cladocopium_Davies_comp113746_c0_seq1_Symbiont"
"88","Down",NA,"Cladocopium_Davies_comp113747_c0_seq1_Symbiont"
"89","Down",NA,"Cladocopium_Davies_comp113748_c0_seq1_Symbiont"
"90","Down",NA,"Cladocopium_Davies_comp113760_c0_seq1_Symbiont"
"91","Down",NA,"Cladocopium_Davies_comp113768_c0_seq1_Symbiont"
"92","Down",NA,"Cladocopium_Davies_comp113772_c0_seq1_Symbiont"
"93","Down",NA,"Cladocopium_Davies_comp113774_c0_seq1_Symbiont"
"94","Down",NA,"Cladocopium_Davies_comp113781_c0_seq1_Symbiont"
"95","Down",NA,"Cladocopium_Davies_comp113783_c0_seq1_Symbiont"
"96","Down",NA,"Cladocopium_Davies_comp113786_c0_seq1_Symbiont"
"97","Down",NA,"Cladocopium_Davies_comp113789_c0_seq1_Symbiont"
"98","Down",NA,"Cladocopium_Davies_comp113796_c0_seq1_Symbiont"
"99","Down",NA,"Cladocopium_Davies_comp113808_c0_seq1_Symbiont"
"100","Down",NA,"Cladocopium_Davies_comp113822_c0_seq1_Symbiont"
"101","Down",NA,"Cladocopium_Davies_comp113823_c0_seq3_Symbiont"
"102","Down",NA,"Cladocopium_Davies_comp113824_c0_seq1_Symbiont"
"103","Down",NA,"Cladocopium_Davies_comp113831_c0_seq1_Symbiont"
"104","Down",NA,"Cladocopium_Davies_comp113832_c0_seq1_Symbiont"
"105","Down",NA,"Cladocopium_Davies_comp113835_c0_seq1_Symbiont"
"106","Down",NA,"Cladocopium_Davies_comp113836_c0_seq2_Symbiont"
"107","Down",NA,"Cladocopium_Davies_comp113837_c0_seq1_Symbiont"
"108","Down",NA,"Cladocopium_Davies_comp113841_c0_seq1_Symbiont"
"109","Down",NA,"Cladocopium_Davies_comp113848_c0_seq1_Symbiont"
"110","Down",NA,"Cladocopium_Davies_comp113860_c0_seq1_Symbiont"
"111","Down",NA,"Cladocopium_Davies_comp113863_c0_seq1_Symbiont"
"112","Down",NA,"Cladocopium_Davies_comp113864_c0_seq1_Symbiont"
"113","Down",NA,"Cladocopium_Davies_comp113865_c0_seq1_Symbiont"
"114","Down",NA,"Cladocopium_Davies_comp113869_c0_seq1_Symbiont"
"115","Down",NA,"Cladocopium_Davies_comp113870_c0_seq1_Symbiont"
"116","Down",NA,"Cladocopium_Davies_comp113880_c0_seq1_Symbiont"
"117","Down",NA,"Cladocopium_Davies_comp113883_c0_seq1_Symbiont"
"118","Down",NA,"Cladocopium_Davies_comp113890_c0_seq1_Symbiont"
"119","Down",NA,"Cladocopium_Davies_comp113891_c0_seq2_Symbiont"
"120","Down",NA,"Cladocopium_Davies_comp113893_c0_seq1_Symbiont"
"121","Down",NA,"Cladocopium_Davies_comp113895_c0_seq2_Symbiont"
"122","Down",NA,"Cladocopium_Davies_comp113896_c0_seq1_Symbiont"
"123","Down",NA,"Cladocopium_Davies_comp113902_c0_seq1_Symbiont"
"124","Down",NA,"Cladocopium_Davies_comp113903_c0_seq1_Symbiont"
"125","Down",NA,"Cladocopium_Davies_comp113905_c0_seq1_Symbiont"
"126","Down",NA,"Cladocopium_Davies_comp113908_c0_seq1_Symbiont"
"127","Down",NA,"Cladocopium_Davies_comp113924_c0_seq1_Symbiont"
"128","Down",NA,"Cladocopium_Davies_comp113928_c0_seq1_Symbiont"
"129","Down",NA,"Cladocopium_Davies_comp113930_c0_seq2_Symbiont"
"130","Down",NA,"Cladocopium_Davies_comp113931_c0_seq1_Symbiont"
"131","Down",NA,"Cladocopium_Davies_comp113932_c0_seq1_Symbiont"
"132","Down",NA,"Cladocopium_Davies_comp113934_c0_seq1_Symbiont"
"133","Down",NA,"Cladocopium_Davies_comp113938_c0_seq1_Symbiont"
"134","Down",NA,"Cladocopium_Davies_comp113942_c0_seq1_Symbiont"
"135","Down",NA,"Cladocopium_Davies_comp113945_c0_seq2_Symbiont"
"136","Down",NA,"Cladocopium_Davies_comp113947_c0_seq1_Symbiont"
"137","Down",NA,"Cladocopium_Davies_comp113951_c0_seq1_Symbiont"
"138","Down",NA,"Cladocopium_Davies_comp113957_c0_seq1_Symbiont"
"139","Down",NA,"Cladocopium_Davies_comp113958_c0_seq1_Symbiont"
"140","Down",NA,"Cladocopium_Davies_comp113959_c0_seq1_Symbiont"
"141","Down",NA,"Cladocopium_Davies_comp113963_c0_seq1_Symbiont"
"142","Down",NA,"Cladocopium_Davies_comp113965_c0_seq1_Symbiont"
"143","Down",NA,"Cladocopium_Davies_comp113966_c0_seq1_Symbiont"
"144","Down",NA,"Cladocopium_Davies_comp113969_c0_seq1_Symbiont"
"145","Down",NA,"Cladocopium_Davies_comp113972_c0_seq1_Symbiont"
"146","Down",NA,"Cladocopium_Davies_comp113974_c0_seq1_Symbiont"
"147","Down",NA,"Cladocopium_Davies_comp113980_c0_seq1_Symbiont"
"148","Down",NA,"Cladocopium_Davies_comp113981_c0_seq2_Symbiont"
"149","Down",NA,"Cladocopium_Davies_comp113984_c0_seq1_Symbiont"
"150","Down",NA,"Cladocopium_Davies_comp113988_c0_seq1_Symbiont"
"151","Down",NA,"Cladocopium_Davies_comp113989_c1_seq1_Symbiont"
"152","Down",NA,"Cladocopium_Davies_comp113990_c0_seq1_Symbiont"
"153","Down",NA,"Cladocopium_Davies_comp113991_c0_seq1_Symbiont"
"154","Down",NA,"Cladocopium_Davies_comp113992_c0_seq1_Symbiont"
"155","Down",NA,"Cladocopium_Davies_comp113996_c1_seq1_Symbiont"
"156","Down",NA,"Cladocopium_Davies_comp114001_c0_seq1_Symbiont"
"157","Down",NA,"Cladocopium_Davies_comp114011_c1_seq1_Symbiont"
"158","Down",NA,"Cladocopium_Davies_comp114022_c0_seq2_Symbiont"
"159","Down",NA,"Cladocopium_Davies_comp114025_c0_seq1_Symbiont"
"160","Down",NA,"Cladocopium_Davies_comp114029_c0_seq1_Symbiont"
"161","Down",NA,"Cladocopium_Davies_comp114035_c0_seq1_Symbiont"
"162","Down",NA,"Cladocopium_Davies_comp114047_c0_seq1_Symbiont"
"163","Down",NA,"Cladocopium_Davies_comp114049_c0_seq1_Symbiont"
"164","Down",NA,"Cladocopium_Davies_comp114061_c0_seq1_Symbiont"
"165","Down",NA,"Cladocopium_Davies_comp114062_c0_seq1_Symbiont"
"166","Down",NA,"Cladocopium_Davies_comp114079_c0_seq2_Symbiont"
"167","Down",NA,"Cladocopium_Davies_comp114080_c0_seq1_Symbiont"
"168","Down",NA,"Cladocopium_Davies_comp114082_c0_seq1_Symbiont"
"169","Down",NA,"Cladocopium_Davies_comp114083_c0_seq1_Symbiont"
"170","Down",NA,"Cladocopium_Davies_comp114084_c0_seq1_Symbiont"
"171","Down",NA,"Cladocopium_Davies_comp114087_c0_seq1_Symbiont"
"172","Down",NA,"Cladocopium_Davies_comp114097_c0_seq1_Symbiont"
"173","Down",NA,"Cladocopium_Davies_comp114098_c0_seq1_Symbiont"
"174","Down",NA,"Cladocopium_Davies_comp114100_c0_seq1_Symbiont"
"175","Down",NA,"Cladocopium_Davies_comp114101_c0_seq1_Symbiont"
"176","Down",NA,"Cladocopium_Davies_comp114103_c0_seq1_Symbiont"
"177","Down",NA,"Cladocopium_Davies_comp114111_c0_seq2_Symbiont"
"178","Down",NA,"Cladocopium_Davies_comp114120_c0_seq1_Symbiont"
"179","Down",NA,"Cladocopium_Davies_comp114122_c0_seq1_Symbiont"
"180","Down",NA,"Cladocopium_Davies_comp114125_c0_seq1_Symbiont"
"181","Down",NA,"Cladocopium_Davies_comp114128_c0_seq2_Symbiont"
"182","Down",NA,"Cladocopium_Davies_comp114136_c0_seq1_Symbiont"
"183","Down",NA,"Cladocopium_Davies_comp114137_c0_seq1_Symbiont"
"184","Down",NA,"Cladocopium_Davies_comp114148_c0_seq1_Symbiont"
"185","Down",NA,"Cladocopium_Davies_comp114151_c0_seq1_Symbiont"
"186","Down",NA,"Cladocopium_Davies_comp114152_c0_seq1_Symbiont"
"187","Down",NA,"Cladocopium_Davies_comp114157_c0_seq1_Symbiont"
"188","Down",NA,"Cladocopium_Davies_comp114159_c0_seq1_Symbiont"
"189","Down",NA,"Cladocopium_Davies_comp114168_c0_seq1_Symbiont"
"190","Down",NA,"Cladocopium_Davies_comp114169_c0_seq1_Symbiont"
"191","Down",NA,"Cladocopium_Davies_comp114171_c0_seq1_Symbiont"
"192","Down",NA,"Cladocopium_Davies_comp114172_c0_seq1_Symbiont"
"193","Down",NA,"Cladocopium_Davies_comp114177_c0_seq1_Symbiont"
"194","Down",NA,"Cladocopium_Davies_comp114179_c0_seq2_Symbiont"
"195","Down",NA,"Cladocopium_Davies_comp114180_c0_seq1_Symbiont"
"196","Down",NA,"Cladocopium_Davies_comp114182_c0_seq1_Symbiont"
"197","Down",NA,"Cladocopium_Davies_comp114186_c0_seq1_Symbiont"
"198","Down",NA,"Cladocopium_Davies_comp114189_c0_seq1_Symbiont"
"199","Down",NA,"Cladocopium_Davies_comp114192_c0_seq2_Symbiont"
"200","Down",NA,"Cladocopium_Davies_comp114193_c0_seq2_Symbiont"
"201","Down",NA,"Cladocopium_Davies_comp114194_c0_seq2_Symbiont"
"202","Down",NA,"Cladocopium_Davies_comp114196_c0_seq1_Symbiont"
"203","Down",NA,"Cladocopium_Davies_comp114199_c0_seq1_Symbiont"
"204","Down",NA,"Cladocopium_Davies_comp114200_c0_seq1_Symbiont"
"205","Down",NA,"Cladocopium_Davies_comp114204_c0_seq1_Symbiont"
"206","Down",NA,"Cladocopium_Davies_comp114209_c0_seq1_Symbiont"
"207","Down",NA,"Cladocopium_Davies_comp114220_c0_seq1_Symbiont"
"208","Down",NA,"Cladocopium_Davies_comp114225_c0_seq1_Symbiont"
"209","Down",NA,"Cladocopium_Davies_comp114229_c1_seq1_Symbiont"
"210","Down",NA,"Cladocopium_Davies_comp114237_c0_seq1_Symbiont"
"211","Down",NA,"Cladocopium_Davies_comp114245_c0_seq1_Symbiont"
"212","Down",NA,"Cladocopium_Davies_comp114265_c0_seq1_Symbiont"
"213","Down",NA,"Cladocopium_Davies_comp114274_c0_seq1_Symbiont"
"214","Down",NA,"Cladocopium_Davies_comp114275_c0_seq1_Symbiont"
"215","Down",NA,"Cladocopium_Davies_comp114280_c0_seq1_Symbiont"
"216","Down",NA,"Cladocopium_Davies_comp114281_c0_seq1_Symbiont"
"217","Down",NA,"Cladocopium_Davies_comp114282_c0_seq1_Symbiont"
"218","Down",NA,"Cladocopium_Davies_comp114291_c0_seq2_Symbiont"
"219","Down",NA,"Cladocopium_Davies_comp114294_c0_seq1_Symbiont"
"220","Down",NA,"Cladocopium_Davies_comp114296_c0_seq1_Symbiont"
"221","Down",NA,"Cladocopium_Davies_comp114299_c0_seq1_Symbiont"
"222","Down",NA,"Cladocopium_Davies_comp114301_c0_seq1_Symbiont"
"223","Down",NA,"Cladocopium_Davies_comp114303_c0_seq1_Symbiont"
"224","Down",NA,"Cladocopium_Davies_comp114305_c0_seq1_Symbiont"
"225","Down",NA,"Cladocopium_Davies_comp114313_c0_seq1_Symbiont"
"226","Down",NA,"Cladocopium_Davies_comp114314_c0_seq2_Symbiont"
"227","Down",NA,"Cladocopium_Davies_comp114320_c0_seq1_Symbiont"
"228","Down",NA,"Cladocopium_Davies_comp114321_c0_seq1_Symbiont"
"229","Down",NA,"Cladocopium_Davies_comp114328_c0_seq1_Symbiont"
"230","Down",NA,"Cladocopium_Davies_comp114332_c0_seq1_Symbiont"
"231","Down",NA,"Cladocopium_Davies_comp114336_c0_seq1_Symbiont"
"232","Down",NA,"Cladocopium_Davies_comp114341_c0_seq1_Symbiont"
"233","Down",NA,"Cladocopium_Davies_comp114346_c0_seq1_Symbiont"
"234","Down",NA,"Cladocopium_Davies_comp114348_c0_seq1_Symbiont"
"235","Down",NA,"Cladocopium_Davies_comp114349_c0_seq1_Symbiont"
"236","Down",NA,"Cladocopium_Davies_comp114350_c0_seq1_Symbiont"
"237","Down",NA,"Cladocopium_Davies_comp114353_c0_seq2_Symbiont"
"238","Down",NA,"Cladocopium_Davies_comp114359_c0_seq1_Symbiont"
"239","Down",NA,"Cladocopium_Davies_comp114362_c0_seq1_Symbiont"
"240","Down",NA,"Cladocopium_Davies_comp114368_c0_seq1_Symbiont"
"241","Down",NA,"Cladocopium_Davies_comp114369_c0_seq1_Symbiont"
"242","Down",NA,"Cladocopium_Davies_comp114373_c0_seq1_Symbiont"
"243","Down",NA,"Cladocopium_Davies_comp114374_c0_seq1_Symbiont"
"244","Down",NA,"Cladocopium_Davies_comp114377_c0_seq1_Symbiont"
"245","Down",NA,"Cladocopium_Davies_comp114381_c0_seq1_Symbiont"
"246","Down",NA,"Cladocopium_Davies_comp114383_c0_seq1_Symbiont"
"247","Down",NA,"Cladocopium_Davies_comp114389_c0_seq1_Symbiont"
"248","Down",NA,"Cladocopium_Davies_comp114392_c0_seq1_Symbiont"
"249","Down",NA,"Cladocopium_Davies_comp114396_c0_seq1_Symbiont"
"250","Down",NA,"Cladocopium_Davies_comp114400_c0_seq1_Symbiont"
"251","Down",NA,"Cladocopium_Davies_comp114410_c0_seq1_Symbiont"
"252","Down",NA,"Cladocopium_Davies_comp114415_c0_seq1_Symbiont"
"253","Down",NA,"Cladocopium_Davies_comp114416_c0_seq1_Symbiont"
"254","Down",NA,"Cladocopium_Davies_comp114418_c0_seq1_Symbiont"
"255","Down",NA,"Cladocopium_Davies_comp114425_c0_seq1_Symbiont"
"256","Down",NA,"Cladocopium_Davies_comp114426_c0_seq1_Symbiont"
"257","Down",NA,"Cladocopium_Davies_comp114429_c0_seq1_Symbiont"
"258","Down",NA,"Cladocopium_Davies_comp114436_c1_seq1_Symbiont"
"259","Down",NA,"Cladocopium_Davies_comp114440_c0_seq1_Symbiont"
"260","Down",NA,"Cladocopium_Davies_comp114441_c0_seq2_Symbiont"
"261","Down",NA,"Cladocopium_Davies_comp114442_c0_seq1_Symbiont"
"262","Down",NA,"Cladocopium_Davies_comp114444_c0_seq1_Symbiont"
"263","Down",NA,"Cladocopium_Davies_comp114445_c0_seq1_Symbiont"
"264","Down",NA,"Cladocopium_Davies_comp114450_c0_seq1_Symbiont"
"265","Down",NA,"Cladocopium_Davies_comp114454_c0_seq1_Symbiont"
"266","Down",NA,"Cladocopium_Davies_comp114456_c0_seq1_Symbiont"
"267","Down",NA,"Cladocopium_Davies_comp114460_c0_seq1_Symbiont"
"268","Down",NA,"Cladocopium_Davies_comp114462_c0_seq1_Symbiont"
"269","Down",NA,"Cladocopium_Davies_comp114463_c0_seq1_Symbiont"
"270","Down",NA,"Cladocopium_Davies_comp114466_c0_seq1_Symbiont"
"271","Down",NA,"Cladocopium_Davies_comp114467_c0_seq1_Symbiont"
"272","Down",NA,"Cladocopium_Davies_comp114468_c0_seq1_Symbiont"
"273","Down",NA,"Cladocopium_Davies_comp114471_c0_seq1_Symbiont"
"274","Down",NA,"Cladocopium_Davies_comp114472_c0_seq1_Symbiont"
"275","Down",NA,"Cladocopium_Davies_comp114474_c0_seq2_Symbiont"
"276","Down",NA,"Cladocopium_Davies_comp114480_c0_seq1_Symbiont"
"277","Down",NA,"Cladocopium_Davies_comp114482_c0_seq1_Symbiont"
"278","Down",NA,"Cladocopium_Davies_comp114483_c0_seq1_Symbiont"
"279","Down",NA,"Cladocopium_Davies_comp114488_c0_seq1_Symbiont"
"280","Down",NA,"Cladocopium_Davies_comp114494_c0_seq2_Symbiont"
"281","Down",NA,"Cladocopium_Davies_comp114496_c0_seq1_Symbiont"
"282","Down",NA,"Cladocopium_Davies_comp114503_c0_seq1_Symbiont"
"283","Down",NA,"Cladocopium_Davies_comp114505_c0_seq1_Symbiont"
"284","Down",NA,"Cladocopium_Davies_comp114511_c0_seq1_Symbiont"
"285","Down",NA,"Cladocopium_Davies_comp114512_c0_seq1_Symbiont"
"286","Down",NA,"Cladocopium_Davies_comp114513_c0_seq1_Symbiont"
"287","Down",NA,"Cladocopium_Davies_comp114514_c0_seq1_Symbiont"
"288","Down",NA,"Cladocopium_Davies_comp114515_c0_seq1_Symbiont"
"289","Down",NA,"Cladocopium_Davies_comp114523_c0_seq1_Symbiont"
"290","Down",NA,"Cladocopium_Davies_comp114527_c0_seq1_Symbiont"
"291","Down",NA,"Cladocopium_Davies_comp114530_c0_seq1_Symbiont"
"292","Down",NA,"Cladocopium_Davies_comp114533_c0_seq1_Symbiont"
"293","Down",NA,"Cladocopium_Davies_comp114534_c0_seq1_Symbiont"
"294","Down",NA,"Cladocopium_Davies_comp114544_c0_seq1_Symbiont"
"295","Down",NA,"Cladocopium_Davies_comp114550_c0_seq1_Symbiont"
"296","Down",NA,"Cladocopium_Davies_comp114552_c0_seq1_Symbiont"
"297","Down",NA,"Cladocopium_Davies_comp114561_c0_seq1_Symbiont"
"298","Down",NA,"Cladocopium_Davies_comp114562_c0_seq1_Symbiont"
"299","Down",NA,"Cladocopium_Davies_comp114564_c0_seq1_Symbiont"
"300","Down",NA,"Cladocopium_Davies_comp114565_c0_seq1_Symbiont"
"301","Down",NA,"Cladocopium_Davies_comp114566_c1_seq1_Symbiont"
"302","Down",NA,"Cladocopium_Davies_comp114570_c0_seq2_Symbiont"
"303","Down",NA,"Cladocopium_Davies_comp114572_c0_seq1_Symbiont"
"304","Down",NA,"Cladocopium_Davies_comp114573_c0_seq1_Symbiont"
"305","Down",NA,"Cladocopium_Davies_comp114575_c0_seq2_Symbiont"
"306","Down",NA,"Cladocopium_Davies_comp114576_c0_seq1_Symbiont"
"307","Down",NA,"Cladocopium_Davies_comp114584_c0_seq1_Symbiont"
"308","Down",NA,"Cladocopium_Davies_comp114586_c0_seq3_Symbiont"
"309","Down",NA,"Cladocopium_Davies_comp114588_c0_seq1_Symbiont"
"310","Down",NA,"Cladocopium_Davies_comp114597_c0_seq1_Symbiont"
"311","Down",NA,"Cladocopium_Davies_comp114599_c0_seq1_Symbiont"
"312","Down",NA,"Cladocopium_Davies_comp114605_c0_seq1_Symbiont"
"313","Down",NA,"Cladocopium_Davies_comp114606_c0_seq1_Symbiont"
"314","Down",NA,"Cladocopium_Davies_comp114612_c0_seq1_Symbiont"
"315","Down",NA,"Cladocopium_Davies_comp114623_c0_seq1_Symbiont"
"316","Down",NA,"Cladocopium_Davies_comp114626_c0_seq1_Symbiont"
"317","Down",NA,"Cladocopium_Davies_comp114627_c0_seq1_Symbiont"
"318","Down",NA,"Cladocopium_Davies_comp114628_c0_seq1_Symbiont"
"319","Down",NA,"Cladocopium_Davies_comp114637_c0_seq1_Symbiont"
"320","Down",NA,"Cladocopium_Davies_comp114638_c0_seq1_Symbiont"
"321","Down",NA,"Cladocopium_Davies_comp114648_c0_seq1_Symbiont"
"322","Down",NA,"Cladocopium_Davies_comp114654_c0_seq1_Symbiont"
"323","Down",NA,"Cladocopium_Davies_comp114672_c0_seq1_Symbiont"
"324","Down",NA,"Cladocopium_Davies_comp114678_c0_seq1_Symbiont"
"325","Down",NA,"Cladocopium_Davies_comp114679_c0_seq1_Symbiont"
"326","Down",NA,"Cladocopium_Davies_comp114681_c0_seq1_Symbiont"
"327","Down",NA,"Cladocopium_Davies_comp114692_c0_seq1_Symbiont"
"328","Down",NA,"Cladocopium_Davies_comp114694_c0_seq1_Symbiont"
"329","Down",NA,"Cladocopium_Davies_comp114695_c0_seq1_Symbiont"
"330","Down",NA,"Cladocopium_Davies_comp114700_c0_seq1_Symbiont"
"331","Down",NA,"Cladocopium_Davies_comp114709_c0_seq1_Symbiont"
"332","Down",NA,"Cladocopium_Davies_comp114712_c0_seq1_Symbiont"
"333","Down",NA,"Cladocopium_Davies_comp114714_c1_seq2_Symbiont"
"334","Down",NA,"Cladocopium_Davies_comp114718_c0_seq1_Symbiont"
"335","Down",NA,"Cladocopium_Davies_comp114720_c0_seq1_Symbiont"
"336","Down",NA,"Cladocopium_Davies_comp114740_c0_seq1_Symbiont"
"337","Down",NA,"Cladocopium_Davies_comp114747_c0_seq1_Symbiont"
"338","Down",NA,"Cladocopium_Davies_comp114751_c0_seq1_Symbiont"
"339","Down",NA,"Cladocopium_Davies_comp114764_c0_seq2_Symbiont"
"340","Down",NA,"Cladocopium_Davies_comp114769_c0_seq1_Symbiont"
"341","Down",NA,"Cladocopium_Davies_comp114771_c0_seq1_Symbiont"
"342","Down",NA,"Cladocopium_Davies_comp114772_c0_seq1_Symbiont"
"343","Down",NA,"Cladocopium_Davies_comp114780_c0_seq1_Symbiont"
"344","Down",NA,"Cladocopium_Davies_comp114803_c0_seq1_Symbiont"
"345","Down",NA,"Cladocopium_Davies_comp114809_c0_seq1_Symbiont"
"346","Down",NA,"Cladocopium_Davies_comp114813_c0_seq2_Symbiont"
"347","Down",NA,"Cladocopium_Davies_comp114819_c0_seq3_Symbiont"
"348","Down",NA,"Cladocopium_Davies_comp114825_c0_seq1_Symbiont"
