ContigName,PC_349_C_Sid_yr2,PC_350_La_Sid_yr2,PC_361_N_Sid_yr2,PC_362_C_Sid_yr2,PC_363_La_Sid_yr2,PC_364_N_Sid_yr2,PC_365_C_Sid_yr2,PC_366_La_Sid_yr2,PC_368_C_Sid_yr2,PC_370_N_Sid_yr2,PC_371_C_Sid_yr2,PC_372_La_Sid_yr2,PC_373_N_Sid_yr2,PC_374_C_Sid_yr2,PC_375_La_Sid_yr2,PC_376_N_Sid_yr2,PO_331_C_Sid_yr2,PO_332_La_Sid_yr2,PO_333_N_Sid_yr2,PO_334_C_Sid_yr2,PO_335_La_Sid_yr2,PO_336_N_Sid_yr2,PO_337_C_Sid_yr2,PO_338_La_Sid_yr2,PO_339_N_Sid_yr2,PO_340_C_Sid_yr2,PO_341_La_Sid_yr2,PO_342_N_Sid_yr2,PO_343_C_Sid_yr2,PO_344_La_Sid_yr2,PO_345_N_Sid_yr2,PO_347_La_Sid_yr2,PO_348_N_Sid_yr2,R_003_C_Sid_yr2,R_004_La_Sid_yr2,R_005_N_Sid_yr2,R_009_C_Sid_yr2,R_010_La_Sid_yr2,R_011_N_Sid_yr2,R_012_C_Sid_yr2,R_013_La_Sid_yr2,R_014_N_Sid_yr2,R_015_C_Sid_yr2,R_017_N_Sid_yr2,R_018_C_Sid_yr2,R_019_La_Sid_yr2,R_020_N_Sid_yr2,R_021_C_Sid_yr2,R_022_La_Sid_yr2,R_024_C_Sid_yr2,R_025_La_Sid_yr2,R_026_N_Sid_yr2,R_027_C_Sid_yr2,R_029_N_Sid_yr2,R_030_C_Sid_yr2,R_031_La_Sid_yr2
Siderastrea_Mexico_Barshis-Radice_Host_contig06098,0,0,0,0,1,0,0,0,0,0,51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,46,30,20,10,12,4,0,0,21,1,0,32,1,22,45,20,20,0,14,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06099,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06100,1,1,3,3,2,6,9,28,4,0,0,25,0,2,6,0,2,19,1,9,8,0,12,5,12,8,27,0,3,13,5,31,4,1,15,4,4,24,2,4,7,0,1,2,0,17,6,2,8,29,4,0,3,0,3,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06101,1,0,1,0,0,0,1,1,0,0,1,2,0,0,1,0,2,0,0,1,1,0,2,1,0,1,2,3,0,1,2,6,4,2,3,0,0,3,2,2,3,0,4,5,0,6,2,0,5,0,20,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06102,8,1,10,2,9,14,7,17,7,4,12,12,0,5,2,0,3,9,4,19,4,0,11,2,9,3,8,20,10,36,5,14,11,12,21,16,12,28,18,28,83,4,3,37,0,23,19,6,24,11,316,0,3,29,11,49
Siderastrea_Mexico_Barshis-Radice_Host_contig06103,5,2,3,4,0,4,14,7,9,0,2,7,0,3,11,0,2,7,0,16,6,0,11,0,3,3,11,5,3,4,4,11,8,6,9,10,13,3,10,16,20,0,11,9,0,3,8,13,8,11,2,0,8,4,6,10
Siderastrea_Mexico_Barshis-Radice_Host_contig06104,0,1,2,0,1,3,10,1,3,0,6,7,1,0,1,0,1,3,0,9,1,0,9,0,1,1,2,1,1,5,3,0,0,1,8,5,5,2,3,23,14,0,8,9,0,3,9,6,6,0,10,0,4,24,3,4
Siderastrea_Mexico_Barshis-Radice_Host_contig06105,2,1,0,0,0,0,2,1,1,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,5,0,5,2,0,0,1,1,1,0,24,0,2,10,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig06106,1,0,1,1,0,3,2,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,2,1,0,1,2,5,5,0,2,5,0,0,1,0,0,0,3,0,0,5,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06107,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,0,2,0,0,6,0,0,4,0,1,1,2,0,0,0,0,0,5,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06108,0,2,1,2,0,5,8,1,5,0,12,4,0,5,13,2,3,8,2,42,12,0,27,3,10,3,3,2,2,4,22,10,3,39,50,43,61,53,35,40,39,1,26,25,1,6,5,58,100,68,107,0,28,29,18,13
Siderastrea_Mexico_Barshis-Radice_Host_contig06109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06110,3,1,1,4,0,0,5,1,0,0,0,2,0,0,0,0,0,1,1,5,0,0,0,0,0,0,3,0,3,0,1,1,2,7,1,3,3,3,0,1,5,0,0,1,0,0,6,1,0,0,15,0,0,0,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06111,5,0,0,1,0,1,3,4,3,1,8,1,0,9,5,0,2,4,0,5,0,0,3,0,1,2,5,1,0,7,1,2,6,3,7,6,3,3,6,3,9,0,2,0,0,3,3,0,4,44,25,0,2,0,4,7
Siderastrea_Mexico_Barshis-Radice_Host_contig06112,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,2,0,1,2,0,5,0,1,1,0,1,0,3,3,0,7,0,1,4,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06113,0,2,0,4,1,4,5,2,3,0,1,7,1,1,2,0,0,2,0,9,1,0,6,1,0,4,5,5,1,1,13,4,3,3,7,3,6,4,1,7,18,0,0,7,1,2,1,2,13,0,19,0,3,3,3,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06114,0,0,1,0,2,0,0,1,2,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,5,0,0,0,13,0,0,1,1,0,1,2,2,0,1,2,0,0,1,0,0,0,11,0,0,18,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06115,17,14,8,18,6,42,21,23,29,7,10,7,0,32,29,0,7,6,1,17,13,0,38,2,6,21,15,8,18,15,27,15,44,3,6,16,19,7,12,46,42,0,16,27,0,12,30,8,7,0,54,0,10,9,13,26
Siderastrea_Mexico_Barshis-Radice_Host_contig06116,32,11,11,23,18,51,42,51,44,8,85,74,4,26,45,1,18,48,13,20,22,1,53,9,8,34,37,30,30,35,65,65,61,31,85,122,89,54,55,167,550,3,90,249,3,82,138,48,73,303,1079,0,34,163,51,288
Siderastrea_Mexico_Barshis-Radice_Host_contig06117,0,0,1,1,2,3,4,1,3,0,4,0,0,0,5,1,1,0,0,0,0,0,0,1,1,2,2,4,0,1,3,0,0,0,3,1,0,0,1,0,5,0,0,1,0,1,0,0,0,0,6,0,2,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06118,2,0,0,2,2,0,0,4,1,0,0,1,0,5,1,0,1,5,1,0,0,0,3,1,0,0,5,0,1,5,2,1,0,2,1,6,1,6,1,3,7,0,3,0,0,1,3,1,3,0,15,0,0,0,1,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06119,1,0,0,3,0,3,1,7,6,1,1,10,0,3,4,0,0,0,0,4,0,0,11,1,4,3,3,3,0,2,6,1,12,0,4,7,0,2,3,3,16,1,6,5,0,1,5,2,14,0,7,0,4,6,5,7
Siderastrea_Mexico_Barshis-Radice_Host_contig06120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06121,0,1,1,2,1,6,3,0,1,0,1,6,0,0,4,0,0,1,3,4,3,0,4,0,1,3,2,0,5,9,1,0,0,2,5,0,2,2,1,4,17,0,2,3,0,3,2,2,1,0,73,0,0,2,2,13
Siderastrea_Mexico_Barshis-Radice_Host_contig06122,18,4,4,4,3,13,19,16,10,15,28,37,1,20,11,0,2,10,8,27,5,0,29,4,12,4,15,9,12,10,30,63,12,22,63,92,43,32,21,134,415,7,33,129,0,45,81,19,54,32,894,0,27,62,27,189
Siderastrea_Mexico_Barshis-Radice_Host_contig06123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,1,0,2,4,1,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06124,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,6,0,1,2,0,0,1,0,0,0,4,0,2,7,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06125,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,4,1,0,0,0,0,0,1,3,2,0,5,1,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06126,0,1,0,0,0,1,1,2,0,0,0,0,0,0,4,0,0,2,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,2,3,2,0,1,0,0,1,1,3,0,0,3,0,1,0,3,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06127,3,1,3,3,3,6,8,5,8,8,96,44,1,5,6,0,0,4,1,11,0,0,14,2,3,0,7,2,16,15,6,3,0,21,17,21,36,19,19,25,36,6,20,49,4,18,28,10,29,71,137,0,47,68,19,42
Siderastrea_Mexico_Barshis-Radice_Host_contig06128,69,36,30,59,28,100,103,93,128,18,100,74,0,80,73,0,26,55,15,101,35,2,111,21,46,80,101,38,94,48,68,158,148,69,80,101,99,75,54,91,248,10,74,61,3,54,54,33,43,152,587,0,79,56,96,107
Siderastrea_Mexico_Barshis-Radice_Host_contig06129,0,0,0,0,0,1,1,1,0,0,6,4,0,0,2,0,1,0,0,1,2,0,2,1,1,0,2,1,0,1,0,0,14,0,2,8,2,1,0,5,5,0,3,4,0,2,6,1,3,0,21,0,0,2,2,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06130,343,199,177,329,205,566,670,592,617,134,879,642,21,476,575,8,178,496,94,724,254,6,1078,114,322,452,490,385,617,562,529,975,866,332,783,836,692,615,431,792,3386,44,518,1038,7,512,641,224,650,544,6846,1,550,787,491,1567
Siderastrea_Mexico_Barshis-Radice_Host_contig06131,26,9,10,27,9,43,41,18,59,9,59,42,0,23,21,0,17,30,11,58,17,0,70,7,34,15,25,19,18,10,25,78,86,34,39,50,69,32,46,55,34,0,34,13,0,27,23,11,46,7,61,0,50,10,26,25
Siderastrea_Mexico_Barshis-Radice_Host_contig06132,4,1,1,5,10,4,12,2,8,2,12,15,0,5,9,0,4,7,4,14,2,0,34,3,2,7,9,0,3,8,3,18,32,5,20,11,3,8,3,7,2,0,4,8,0,21,23,5,6,6,1,0,6,0,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig06133,2,1,0,4,2,5,8,9,4,2,16,12,4,3,4,1,3,9,2,13,4,0,17,0,4,4,7,6,7,6,5,3,4,4,18,10,12,13,10,19,4,0,7,1,0,5,7,5,8,0,18,0,6,1,6,9
Siderastrea_Mexico_Barshis-Radice_Host_contig06134,1,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,3,0,1,0,0,3,3,2,4,1,2,4,0,1,1,0,0,6,6,2,2,6,29,15,0,5,16,0,2,9,3,1,0,25,0,0,6,2,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06135,0,1,0,3,2,1,1,1,2,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,4,0,0,2,0,0,5,0,0,3,1,0,0,0,8,19,0,3,3,0,1,3,0,1,0,29,0,1,3,0,11
Siderastrea_Mexico_Barshis-Radice_Host_contig06136,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,1,2,0,0,0,4,0,0,16,0,0,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06137,1,0,1,1,0,2,1,4,1,0,8,1,0,5,0,0,0,0,0,4,0,5,3,0,1,2,2,0,0,0,2,0,0,1,1,3,4,2,2,3,5,0,4,1,0,1,1,3,4,1,8,0,3,0,1,6
Siderastrea_Mexico_Barshis-Radice_Host_contig06138,2,1,3,2,3,10,13,12,8,1,19,8,0,1,7,0,3,6,3,7,10,0,9,1,5,1,7,1,5,14,3,14,6,2,16,7,17,8,1,14,6,0,1,7,0,4,3,1,5,0,15,0,7,6,7,6
Siderastrea_Mexico_Barshis-Radice_Host_contig06139,2,0,0,2,3,3,1,1,5,0,2,1,0,0,1,0,0,3,0,3,0,0,1,0,0,1,0,2,0,0,3,0,5,0,1,2,0,0,0,1,6,0,0,1,1,1,2,4,6,0,3,0,2,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06140,1,1,1,1,0,1,2,0,2,1,2,2,0,4,2,0,2,0,3,1,0,0,1,2,1,3,1,0,4,0,0,0,6,0,4,1,6,1,2,4,4,0,0,1,0,3,0,2,5,0,7,0,3,0,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06141,0,3,1,2,4,5,11,12,4,0,4,8,0,2,13,0,2,1,0,10,6,0,19,1,6,10,11,12,3,6,8,7,28,3,13,11,5,16,3,11,9,0,3,2,0,11,13,1,10,0,21,0,10,18,5,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06142,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06143,2,3,3,6,2,12,7,9,6,1,12,16,0,3,10,0,2,3,0,12,3,0,4,0,4,19,14,2,5,5,2,6,0,1,7,13,11,4,9,40,7,0,12,8,0,6,7,7,0,0,13,0,5,5,4,8
Siderastrea_Mexico_Barshis-Radice_Host_contig06144,9,11,29,10,17,37,40,30,24,1,27,24,0,7,22,0,7,33,8,40,1,0,15,4,20,24,12,35,16,5,14,50,45,16,32,28,23,26,20,19,14,1,20,8,2,24,14,6,24,0,19,0,26,1,25,18
Siderastrea_Mexico_Barshis-Radice_Host_contig06145,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,0,0,0,2,1,1,0,1,0,0,1,1,1,0,9,0,2,9,3,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06146,0,0,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,1,2,0,0,2,3,1,0,0,1,1,3,0,0,4,0,0,5,0,1,0,1,0,0,2,0,1,1,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06147,6,3,0,0,1,4,8,9,12,0,0,17,0,4,7,0,2,4,0,2,1,0,3,0,1,4,9,9,1,5,3,14,11,0,0,0,5,5,3,0,2,0,0,1,0,4,0,0,0,0,0,0,0,9,3,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06148,0,0,1,2,1,1,0,0,0,2,0,0,0,1,0,0,2,2,0,3,1,4,1,0,0,1,0,0,0,0,1,5,3,0,1,1,1,1,2,1,8,1,2,6,1,2,3,0,3,2,19,0,0,1,2,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06150,27,23,12,27,9,49,76,42,63,1,44,37,0,17,52,1,12,20,10,46,5,0,41,3,15,27,24,12,30,38,45,37,41,32,64,63,34,24,17,175,136,0,55,85,1,66,31,31,46,105,295,0,36,25,35,75
Siderastrea_Mexico_Barshis-Radice_Host_contig06151,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,1,3,1,2,2,3,6,12,3,1,1,1,4,5,1,0,0,45,0,2,4,1,4
Siderastrea_Mexico_Barshis-Radice_Host_contig06152,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,0,0,2,0,5,0,0,4,1,2,2,3,0,0,2,0,0,10,0,1,2,0,1,3,4,7,0,5,4,0,0,0,0,0,0,24,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06153,1,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,6,0,0,3,0,0,0,0,4,0,8,0,0,7,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06154,0,0,4,5,2,4,8,5,9,1,10,3,2,6,7,1,1,11,0,5,1,0,6,0,1,2,8,6,16,8,5,10,17,4,5,4,7,2,5,9,5,0,4,9,0,3,4,4,4,3,14,1,10,2,7,9
Siderastrea_Mexico_Barshis-Radice_Host_contig06155,33,19,23,53,21,62,83,42,65,16,62,50,1,32,20,0,12,31,6,24,19,2,26,7,12,36,32,25,25,43,55,78,32,63,77,85,79,40,50,93,202,9,70,83,0,96,72,39,63,15,330,0,94,64,66,132
Siderastrea_Mexico_Barshis-Radice_Host_contig06156,0,0,0,1,1,5,2,2,1,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,2,1,0,9,0,2,0,1,0,0,2,5,8,0,3,1,1,0,0,2,3,0,29,0,0,0,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06157,0,0,0,0,0,1,0,0,0,0,1,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,8,0,1,2,28,16,0,1,20,0,0,2,3,2,0,23,0,0,15,2,14
Siderastrea_Mexico_Barshis-Radice_Host_contig06158,0,0,0,0,0,2,2,0,1,0,0,3,0,0,1,0,0,2,2,2,1,0,2,0,0,1,2,0,0,0,4,0,0,0,2,2,4,0,2,2,3,0,3,1,0,1,0,0,0,0,0,0,1,0,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06159,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,5,2,0,0,3,0,0,0,1,0,0,6,0,1,3,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06160,4,9,1,3,5,10,5,2,9,0,6,1,0,0,3,0,1,3,2,6,1,0,5,0,0,2,0,0,4,4,5,3,0,9,7,7,24,14,16,14,44,1,2,53,0,9,35,2,12,71,317,0,5,22,0,84
Siderastrea_Mexico_Barshis-Radice_Host_contig06161,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,4,0,5,10,4,0,4,3,0,2,0,2,0,0,3,0,0,1,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06162,0,0,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,2,1,0,0,0,0,4,0,0,0,0,0,1,8,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06163,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,4,4,0,0,8,0,0,4,3,0,0,9,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06164,0,0,0,0,3,2,1,3,1,0,0,0,0,2,2,0,1,0,0,4,0,0,1,1,0,2,0,1,0,7,3,3,0,2,1,1,0,1,2,1,3,0,0,2,0,0,1,0,2,0,15,0,3,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06165,5,3,4,1,3,5,4,4,8,1,2,7,0,4,1,0,1,2,2,4,0,0,0,3,0,3,5,9,5,4,1,2,0,0,6,12,5,6,6,21,34,2,10,18,1,8,13,4,7,0,112,0,4,17,5,17
Siderastrea_Mexico_Barshis-Radice_Host_contig06166,0,2,3,4,1,7,7,4,3,0,5,9,0,2,7,0,3,1,0,14,4,0,0,0,3,13,9,1,2,0,4,0,6,4,7,2,9,3,7,3,5,0,6,0,1,4,2,0,7,0,12,0,8,0,7,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,7,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06168,1,0,0,4,0,5,4,6,1,0,0,4,0,0,4,0,0,0,0,5,6,0,2,2,1,3,3,2,1,1,0,0,16,4,5,8,4,1,2,6,6,0,1,1,0,7,2,3,11,0,5,0,6,0,4,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06169,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,1,5,3,4,0,3,0,12,1,4,11,0,1,3,0,1,9,75,0,3,0,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig06170,1,0,3,1,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,1,4,1,3,1,2,0,4,1,4,1,0,0,0,0,1,1,0,0,0,9,0,0,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig06171,40,35,19,46,40,78,68,89,73,12,85,95,1,65,63,1,20,28,9,78,23,0,106,21,31,63,84,44,65,61,90,90,58,45,116,109,81,79,62,130,593,3,77,185,1,62,99,45,105,57,1410,0,72,101,34,276
Siderastrea_Mexico_Barshis-Radice_Host_contig06172,0,0,0,2,0,0,1,0,0,0,3,3,0,3,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,4,2,2,3,2,3,2,0,2,1,0,0,1,0,0,0,1,0,1,8,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06173,4,5,7,5,3,17,10,6,5,1,28,9,3,14,11,14,2,12,5,9,8,1,16,1,5,13,4,3,13,1,5,1,9,5,4,8,28,11,15,15,4,10,9,3,0,4,3,5,4,0,10,25,8,1,5,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06174,5,0,0,1,1,1,2,1,6,2,8,2,0,0,1,0,0,1,0,2,0,0,4,0,1,0,4,0,1,10,0,2,14,0,3,9,7,1,6,4,5,0,3,4,0,2,8,2,8,0,16,0,3,2,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig06175,0,1,2,0,1,2,1,1,0,0,9,5,0,7,4,0,0,3,2,0,5,0,0,0,1,1,2,0,3,1,0,0,0,0,1,4,8,0,0,3,4,0,5,2,0,1,2,1,5,0,5,0,6,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06176,6,2,6,12,2,17,18,25,7,5,0,7,0,1,14,0,6,6,5,20,7,0,4,2,6,2,9,12,18,5,8,13,40,6,17,19,32,12,15,64,64,0,13,30,4,11,10,10,6,0,116,0,7,35,14,37
Siderastrea_Mexico_Barshis-Radice_Host_contig06177,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06178,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,1,0,1,1,0,1,0,5,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06179,1,1,0,2,1,2,2,2,2,0,2,4,0,3,3,0,1,4,0,1,0,1,0,0,0,1,4,2,5,2,1,0,1,0,3,6,0,3,3,21,25,0,2,12,0,2,2,2,2,5,59,0,0,15,3,12
Siderastrea_Mexico_Barshis-Radice_Host_contig06180,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,1,3,1,1,1,3,0,0,1,0,0,0,0,5,0,4,0,3,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06181,2,0,1,1,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,3,5,0,4,1,4,1,0,1,5,6,16,0,0,14,0,0,6,0,3,0,24,0,0,0,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig06182,0,2,0,1,0,0,0,1,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,1,3,0,6,0,2,1,28,0,1,3,4,1,2,1,2,0,20,0,0,0,0,5
Siderastrea_Mexico_Barshis-Radice_Host_contig06183,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,5,4,1,1,0,0,0,2,0,1,0,6,0,2,1,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06184,0,0,0,0,0,1,1,2,1,0,0,0,0,3,2,0,0,0,1,1,2,0,5,0,1,0,1,1,2,3,0,0,2,1,3,9,5,1,0,1,6,0,3,0,0,3,0,0,0,0,3,2,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06185,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,1,5,0,0,0,6,0,3,0,0,0,0,1,0,0,8,0,2,0,3,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06186,1,1,0,1,3,5,4,10,1,2,7,3,0,0,3,0,3,4,3,6,0,0,2,2,4,0,9,8,0,0,4,9,12,3,0,9,1,9,1,1,8,0,8,4,0,5,7,1,2,0,9,0,2,3,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig06187,0,0,1,0,0,4,0,0,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,2,0,0,4,1,0,7,7,0,2,3,0,1,3,1,0,0,14,0,4,4,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig06188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig06189,3,1,13,3,0,4,9,4,9,8,1,3,1,4,2,0,0,0,0,2,3,0,3,0,2,1,4,9,0,8,5,0,2,0,7,9,0,1,3,18,32,0,1,4,0,2,4,3,0,0,9,0,2,6,2,15
Siderastrea_Mexico_Barshis-Radice_Host_contig06190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4
