ContigName,PC_349_C_Sid_yr2,PC_350_La_Sid_yr2,PC_361_N_Sid_yr2,PC_362_C_Sid_yr2,PC_363_La_Sid_yr2,PC_364_N_Sid_yr2,PC_365_C_Sid_yr2,PC_366_La_Sid_yr2,PC_368_C_Sid_yr2,PC_370_N_Sid_yr2,PC_371_C_Sid_yr2,PC_372_La_Sid_yr2,PC_373_N_Sid_yr2,PC_374_C_Sid_yr2,PC_375_La_Sid_yr2,PC_376_N_Sid_yr2,PO_331_C_Sid_yr2,PO_332_La_Sid_yr2,PO_333_N_Sid_yr2,PO_334_C_Sid_yr2,PO_335_La_Sid_yr2,PO_336_N_Sid_yr2,PO_337_C_Sid_yr2,PO_338_La_Sid_yr2,PO_339_N_Sid_yr2,PO_340_C_Sid_yr2,PO_341_La_Sid_yr2,PO_342_N_Sid_yr2,PO_343_C_Sid_yr2,PO_344_La_Sid_yr2,PO_345_N_Sid_yr2,PO_347_La_Sid_yr2,PO_348_N_Sid_yr2,R_003_C_Sid_yr2,R_004_La_Sid_yr2,R_005_N_Sid_yr2,R_009_C_Sid_yr2,R_010_La_Sid_yr2,R_011_N_Sid_yr2,R_012_C_Sid_yr2,R_013_La_Sid_yr2,R_014_N_Sid_yr2,R_015_C_Sid_yr2,R_017_N_Sid_yr2,R_018_C_Sid_yr2,R_019_La_Sid_yr2,R_020_N_Sid_yr2,R_021_C_Sid_yr2,R_022_La_Sid_yr2,R_024_C_Sid_yr2,R_025_La_Sid_yr2,R_026_N_Sid_yr2,R_027_C_Sid_yr2,R_029_N_Sid_yr2,R_030_C_Sid_yr2,R_031_La_Sid_yr2
Siderastrea_Mexico_Barshis-Radice_Host_contig00094,6,1,4,13,0,2,13,7,7,1,5,3,0,7,7,0,4,6,0,17,3,0,25,1,2,7,11,5,0,5,2,10,28,3,19,12,22,9,0,2,7,0,8,1,0,8,17,3,7,0,10,0,7,0,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00095,4,4,0,2,4,11,2,11,3,0,19,11,0,3,7,0,0,6,0,9,5,0,6,2,6,6,11,7,8,6,8,5,23,7,4,2,5,7,6,14,7,0,7,2,0,3,16,3,12,0,16,0,3,0,4,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00096,0,1,0,2,1,1,4,5,3,0,5,3,0,0,1,0,0,2,1,1,0,1,1,1,0,5,3,4,0,0,0,0,1,2,2,6,5,2,2,13,16,0,1,1,0,2,3,2,1,0,12,0,3,12,1,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00097,1,0,3,2,2,2,3,4,3,0,11,3,0,8,1,0,2,3,0,4,0,0,4,0,2,11,3,3,3,0,3,2,1,1,5,1,4,4,1,4,4,0,4,5,3,3,2,0,7,0,7,0,0,7,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00098,2,1,1,0,1,5,5,8,6,0,10,5,0,0,4,0,3,2,4,15,0,0,1,2,0,0,3,0,5,3,2,0,3,6,4,7,2,6,7,5,10,0,6,3,0,3,7,4,4,71,7,0,5,0,0,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00099,1,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,6,0,0,1,3,0,0,2,0,1,2,0,2,0,5,0,1,1,2,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00100,3,5,1,6,3,15,13,6,12,0,8,14,0,2,9,0,6,5,2,16,1,0,8,1,8,14,9,6,6,13,7,23,10,4,10,11,19,3,5,19,19,0,4,8,1,2,4,7,8,2,24,0,11,18,4,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00101,5,3,1,0,0,5,1,8,8,4,23,19,0,4,6,1,1,5,1,8,2,0,10,5,2,5,4,1,4,5,6,0,8,0,15,13,16,12,2,5,82,1,4,26,0,11,18,7,13,8,139,0,3,16,28,32
Siderastrea_Mexico_Barshis-Radice_Host_contig00102,0,0,0,0,0,3,1,2,3,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,2,1,1,2,2,3,1,2,7,0,0,2,0,1,3,0,0,0,8,0,2,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00103,2,4,4,3,1,11,10,13,8,0,5,13,0,10,9,1,2,4,0,9,7,0,8,0,1,13,2,4,11,5,9,19,10,4,9,6,10,12,2,23,18,0,5,5,0,5,19,5,2,0,32,0,10,6,2,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,2,0,0,1,1,0,0,1,3,5,12,0,4,11,18,0,7,5,0,0,1,2,2,0,16,0,2,5,13,11
Siderastrea_Mexico_Barshis-Radice_Host_contig00105,30,23,18,14,12,61,61,42,60,9,29,34,0,29,16,0,9,15,7,32,17,1,53,12,19,69,70,43,46,63,58,101,177,6,37,32,40,38,42,264,196,1,20,103,4,42,48,29,67,0,196,0,27,102,32,64
Siderastrea_Mexico_Barshis-Radice_Host_contig00106,0,1,4,0,0,7,7,2,12,0,2,6,0,0,3,0,1,3,4,9,0,1,4,1,2,5,1,0,0,1,5,15,14,5,3,6,5,6,2,6,13,0,6,12,1,6,5,3,6,1,8,0,9,3,3,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00107,1,0,0,1,1,1,5,2,1,0,8,2,0,0,2,0,0,3,0,4,1,0,0,1,3,0,0,0,1,4,6,0,0,3,1,4,3,3,1,2,14,0,2,6,1,2,1,1,3,34,47,0,1,7,1,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00108,0,1,0,0,0,0,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,1,1,0,0,0,5,2,0,0,3,0,0,0,0,0,0,2,0,2,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00109,29,8,21,19,13,30,62,43,58,3,72,56,0,15,36,0,16,30,4,74,13,3,47,5,28,37,47,15,38,27,12,66,59,28,41,31,33,42,35,41,36,1,59,12,2,34,23,27,30,0,42,1,30,6,40,18
Siderastrea_Mexico_Barshis-Radice_Host_contig00110,0,1,3,1,0,5,4,2,1,0,8,5,0,7,4,0,1,1,5,2,0,0,1,0,0,3,3,1,6,1,0,12,0,3,1,5,2,1,1,8,4,0,1,4,0,2,5,4,2,0,5,0,1,0,3,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,1,1,5,7,0,3,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00112,0,0,4,0,0,2,5,1,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,5,5,1,2,0,2,0,4,2,2,0,0,1,0,1,1,1,1,0,6,0,1,0,5,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00113,0,0,0,1,0,4,2,3,1,0,2,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,5,2,4,11,2,4,9,2,0,2,12,12,0,2,5,0,0,4,0,0,0,33,0,3,12,3,5
Siderastrea_Mexico_Barshis-Radice_Host_contig00114,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,1,1,0,3,0,1,2,0,0,0,1,0,0,8,0,0,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00115,2,0,0,0,2,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,1,2,0,0,0,2,4,0,0,1,0,3,4,1,0,0,17,0,2,0,1,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00116,0,0,0,0,0,2,2,5,4,1,3,0,0,3,4,0,0,3,0,3,0,0,2,0,1,0,0,2,0,2,1,2,4,6,1,4,2,1,4,4,9,0,1,1,0,0,1,3,5,1,0,0,9,4,3,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00117,0,1,0,1,1,1,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,4,0,0,2,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00118,0,0,1,0,1,2,1,2,2,0,2,1,0,0,6,0,0,3,1,3,2,0,4,2,0,1,2,8,1,0,2,2,12,2,0,3,2,2,1,3,5,0,1,1,0,0,2,0,3,0,27,0,1,0,3,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00119,0,0,1,1,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,3,1,0,0,0,0,1,0,0,1,0,17,0,2,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00120,2,0,0,2,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,7,0,1,0,0,0,0,1,0,0,13,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00121,2,1,1,1,0,3,3,6,4,0,6,5,0,3,1,0,0,1,1,1,0,0,2,0,1,3,2,0,0,1,2,0,0,2,2,4,9,3,2,10,12,0,1,2,0,2,6,4,0,1,35,0,0,2,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00122,5,1,3,1,0,3,3,1,5,0,0,1,0,0,1,0,1,1,0,5,2,0,3,0,2,3,0,1,5,2,0,0,6,1,2,2,3,0,3,3,5,0,3,1,0,2,0,0,1,0,10,0,2,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00123,0,0,1,0,0,0,1,1,2,0,1,3,0,0,2,0,0,0,0,1,0,0,7,0,0,0,1,2,0,0,0,0,3,0,1,2,0,1,3,4,5,0,2,1,0,1,3,1,0,0,4,0,3,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00124,86,128,91,65,71,292,191,132,233,20,249,165,1,144,174,3,71,199,38,178,68,2,316,32,103,75,101,148,178,274,141,254,479,89,125,229,329,136,188,421,123,5,154,40,4,92,202,83,177,283,109,1,203,39,83,109
Siderastrea_Mexico_Barshis-Radice_Host_contig00125,2,0,0,1,0,4,5,4,3,0,0,1,0,0,5,0,1,4,0,9,3,0,8,1,0,2,3,1,1,0,2,4,7,1,6,1,4,7,0,4,6,0,6,3,0,3,1,0,7,0,5,0,1,0,2,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00126,1,0,0,0,0,1,0,0,4,0,0,2,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,5,0,0,4,0,1,2,0,0,0,1,0,1,0,2,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00127,0,0,0,0,1,2,0,0,1,0,9,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,1,1,4,2,0,15,0,0,4,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00128,0,0,0,1,1,3,0,0,2,0,0,2,0,0,3,0,0,1,0,1,0,0,1,1,0,0,2,5,1,2,1,0,0,0,4,0,3,0,0,14,5,0,4,8,0,1,1,3,3,0,25,0,0,8,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00130,0,1,0,0,1,1,2,0,0,0,4,4,0,2,1,0,0,0,5,1,1,0,6,2,2,0,0,1,0,0,12,2,4,3,0,0,7,1,4,2,4,0,0,1,0,2,5,2,3,0,10,0,4,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00131,1,0,0,0,0,2,2,0,1,0,5,0,0,0,2,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,1,0,0,0,1,1,1,0,4,0,0,0,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00132,1,5,6,5,7,12,17,23,21,0,14,22,0,2,9,0,12,5,2,26,2,0,22,2,14,13,15,11,6,17,12,11,42,15,19,13,20,10,12,19,15,3,22,7,0,18,23,7,45,1,45,0,24,22,8,12
Siderastrea_Mexico_Barshis-Radice_Host_contig00133,0,0,0,0,1,1,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,2,1,1,3,0,1,0,1,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00134,8,5,1,1,3,5,2,7,6,1,0,1,1,4,4,0,0,2,2,5,0,3,6,0,1,2,1,5,1,4,4,2,5,1,2,3,2,6,1,13,39,0,1,12,1,4,9,0,11,52,49,0,2,14,2,14
Siderastrea_Mexico_Barshis-Radice_Host_contig00135,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,2,12,9,0,0,1,0,0,4,0,1,0,16,0,0,3,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00136,10,4,3,8,2,5,7,9,16,7,43,26,1,12,12,3,2,17,2,19,4,1,17,4,11,14,9,6,13,15,19,25,20,8,58,47,24,28,19,61,307,2,22,124,0,31,54,20,28,34,455,0,12,101,21,126
Siderastrea_Mexico_Barshis-Radice_Host_contig00137,0,1,0,0,0,1,3,2,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,3,5,0,1,2,0,4,2,3,4,2,5,0,1,15,0,10,6,0,5,2,2,3,1,48,0,4,0,0,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00138,0,0,0,1,0,2,0,0,1,0,0,2,0,0,5,1,0,1,0,0,0,0,0,0,0,0,2,5,1,2,2,5,1,3,2,1,2,0,0,0,3,0,2,0,0,0,3,0,0,0,18,0,0,0,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00139,4,3,0,1,3,4,3,4,6,19,4,10,2,16,5,0,2,5,1,4,3,0,3,4,2,0,1,7,16,0,27,0,0,3,188,68,16,26,17,26,102,4,10,108,0,271,56,10,52,94,551,0,0,100,0,177
Siderastrea_Mexico_Barshis-Radice_Host_contig00140,4,3,4,3,2,3,5,4,4,0,5,3,0,2,3,0,1,9,0,6,3,0,5,0,3,4,2,2,1,2,1,14,12,3,4,5,6,2,3,1,8,0,5,5,0,1,2,1,1,0,12,0,3,0,4,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00141,9,9,6,8,12,17,14,6,21,0,26,31,0,10,22,0,6,13,2,11,3,0,18,1,10,5,20,7,15,22,9,34,15,16,13,21,12,27,24,25,57,2,23,34,0,14,12,3,29,67,203,0,16,18,17,65
Siderastrea_Mexico_Barshis-Radice_Host_contig00142,21,11,13,15,8,23,37,25,37,3,71,69,0,23,39,0,13,32,3,34,9,0,45,6,16,38,27,10,28,28,25,67,32,14,30,36,93,26,30,74,50,0,41,23,0,17,40,24,64,0,23,0,31,14,19,14
Siderastrea_Mexico_Barshis-Radice_Host_contig00143,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,9,0,0,2,0,2,0,10,0,0,0,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00144,0,2,0,2,2,8,6,5,2,2,13,5,0,4,7,0,3,3,0,2,2,0,5,1,2,9,2,4,2,1,2,5,23,2,6,7,7,2,2,12,15,0,1,5,0,3,5,2,7,0,20,0,3,0,2,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00145,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,2,0,0,1,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00146,0,0,0,0,0,0,0,0,0,0,4,23,1,3,11,0,2,11,3,3,1,0,5,3,0,12,31,11,14,18,14,16,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,0,4,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00147,17,8,11,16,9,32,21,24,29,3,44,42,0,28,16,1,6,14,5,19,5,1,43,3,10,23,28,16,17,12,34,48,37,27,68,75,55,35,38,139,176,3,41,156,1,27,55,35,40,111,393,0,34,59,14,99
Siderastrea_Mexico_Barshis-Radice_Host_contig00148,37,13,19,10,13,50,37,45,54,5,118,72,0,49,49,1,19,45,11,59,22,1,63,7,18,48,36,35,37,39,40,63,122,37,52,52,98,55,75,276,82,0,64,18,1,46,133,37,52,178,55,0,54,27,60,34
Siderastrea_Mexico_Barshis-Radice_Host_contig00149,4,1,11,9,5,16,10,10,11,5,22,12,0,14,12,0,7,4,11,17,5,0,32,2,7,15,11,7,7,5,11,34,54,4,16,8,3,3,5,3,13,0,18,15,1,10,8,2,4,0,9,0,13,7,5,14
Siderastrea_Mexico_Barshis-Radice_Host_contig00150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00151,0,0,2,0,0,0,1,5,1,0,5,4,0,2,1,0,0,1,0,1,0,0,0,0,1,1,1,2,5,2,0,0,2,1,2,0,4,0,0,2,7,0,2,1,0,1,0,3,3,0,16,0,2,0,6,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00152,4,1,2,3,2,8,10,6,5,5,6,9,0,0,2,0,1,3,1,11,4,1,1,1,0,7,4,3,4,0,6,2,0,3,3,4,37,15,7,10,10,0,1,1,0,1,13,6,5,0,18,0,3,1,3,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00153,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,5,0,0,2,0,0,1,0,0,0,3,0,0,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00154,9,9,1,2,1,11,13,19,15,15,35,21,1,19,18,0,7,8,2,20,11,1,23,4,8,11,12,6,5,16,19,6,2,13,45,45,53,27,32,227,245,0,30,141,24,31,71,45,37,120,491,0,18,126,2,119
Siderastrea_Mexico_Barshis-Radice_Host_contig00155,0,0,1,4,0,2,8,6,4,0,3,7,0,3,2,0,2,3,0,4,0,0,9,0,0,1,9,4,0,2,11,1,24,1,3,4,3,2,4,6,4,0,4,4,0,9,7,4,7,0,6,0,8,7,1,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00156,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00157,4,1,2,0,0,5,3,6,6,0,5,2,0,4,1,0,0,1,0,5,3,0,9,1,0,6,9,1,7,3,0,9,7,0,7,5,9,1,1,6,1,0,1,0,0,3,4,4,9,0,0,0,6,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00158,1,0,1,0,0,5,0,2,1,0,1,1,0,4,0,0,0,0,0,2,2,0,9,1,1,0,0,0,1,0,0,6,2,4,2,6,1,5,4,42,19,0,2,15,0,4,11,4,3,31,28,0,0,21,1,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00159,0,0,0,0,0,1,2,1,3,0,6,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,7,3,1,0,4,0,1,3,2,14,3,0,5,0,0,3,1,0,0,0,0,1,1,2,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00160,2,0,1,0,0,2,1,0,6,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,3,0,0,4,3,2,3,2,3,2,0,6,0,0,4,0,0,2,0,5,0,7,0,1,0,2,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00161,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,1,1,3,0,6,1,0,1,0,0,2,0,0,0,17,0,0,0,2,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00162,18,4,8,7,7,36,32,39,31,9,3,25,1,12,13,7,17,40,7,94,20,2,116,14,26,20,16,21,23,42,37,15,16,17,53,51,63,66,41,650,386,1,83,181,1,86,99,39,42,164,464,0,27,115,46,186
Siderastrea_Mexico_Barshis-Radice_Host_contig00163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00164,0,0,0,1,2,3,2,0,0,0,4,1,0,1,0,0,2,5,1,4,0,0,10,1,4,1,0,3,0,5,0,2,10,1,1,7,2,0,1,3,1,0,2,0,0,0,2,1,4,0,2,0,4,0,5,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00166,0,0,1,4,1,5,1,2,5,0,7,3,0,6,1,0,1,1,0,5,1,0,3,2,1,3,1,1,5,0,0,0,0,1,4,11,4,2,2,3,7,0,4,1,0,3,0,2,4,0,17,0,2,7,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00167,1,0,1,1,0,2,5,0,2,0,2,3,0,0,8,0,1,1,1,2,0,0,4,0,0,3,0,0,3,0,3,3,1,1,2,1,2,2,4,7,6,3,1,6,0,0,1,6,3,0,23,0,3,14,1,11
Siderastrea_Mexico_Barshis-Radice_Host_contig00168,2,0,0,1,1,2,3,2,0,0,0,1,0,1,2,0,0,5,0,1,0,0,2,2,0,0,2,0,1,0,0,0,2,3,0,0,4,0,1,11,5,1,0,1,0,2,1,0,1,0,4,0,1,0,3,4
Siderastrea_Mexico_Barshis-Radice_Host_contig00169,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,7,0,0,3,0,0,1,1,0,0,5,0,0,0,0,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00170,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00172,0,0,0,1,0,2,2,0,3,0,8,0,0,3,1,0,0,0,0,0,0,0,0,1,1,2,0,4,2,1,2,0,5,1,0,2,2,0,0,0,4,0,2,0,0,0,1,0,4,78,17,0,0,0,0,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00173,2,4,3,2,0,4,6,4,3,0,17,15,0,2,2,0,0,8,0,6,1,0,9,0,7,2,3,0,7,1,0,2,10,2,12,9,6,5,4,16,14,0,8,8,0,8,12,5,12,0,21,0,4,0,4,9
Siderastrea_Mexico_Barshis-Radice_Host_contig00174,0,0,0,1,3,3,2,4,2,0,0,4,0,1,3,0,1,1,0,0,1,0,4,0,3,3,1,4,1,0,5,2,6,1,7,7,1,3,3,3,15,0,2,7,0,6,10,1,6,0,44,0,1,0,0,12
Siderastrea_Mexico_Barshis-Radice_Host_contig00175,2,0,3,2,2,6,7,8,17,0,8,10,0,11,5,0,2,8,3,8,4,0,14,1,5,6,8,6,7,10,12,8,3,9,6,11,17,8,8,6,13,0,13,4,0,7,9,8,14,36,4,0,12,3,1,8
Siderastrea_Mexico_Barshis-Radice_Host_contig00176,3,7,0,3,1,2,3,3,4,0,8,14,0,4,3,0,3,5,2,13,5,0,6,2,7,22,11,5,14,16,2,19,7,6,8,8,16,5,11,51,23,0,10,3,2,5,21,14,14,120,8,0,5,21,5,3
Siderastrea_Mexico_Barshis-Radice_Host_contig00177,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,3,0,1,1,5,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00178,8,9,3,1,1,18,11,27,32,0,28,33,1,2,34,0,1,11,0,18,8,0,13,2,8,8,20,12,16,6,30,31,73,19,17,56,13,25,41,25,37,0,25,5,0,57,27,19,36,35,34,0,29,3,22,10
Siderastrea_Mexico_Barshis-Radice_Host_contig00179,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,2,1,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,1,0,2,1,0,0,0,6,0,1,0,0,0
Siderastrea_Mexico_Barshis-Radice_Host_contig00180,1,4,2,0,0,9,5,6,10,0,12,12,0,1,3,0,1,12,2,15,1,0,9,2,7,2,6,6,9,13,4,12,15,2,5,2,18,9,13,13,7,0,2,0,0,7,14,5,14,0,15,0,5,0,5,2
Siderastrea_Mexico_Barshis-Radice_Host_contig00181,0,1,0,1,0,2,1,4,1,1,9,5,0,0,5,0,2,0,0,2,1,0,3,0,0,1,0,1,1,2,2,4,0,0,3,3,3,4,4,30,15,0,4,6,0,0,4,5,0,0,22,0,0,4,0,7
Siderastrea_Mexico_Barshis-Radice_Host_contig00182,3,1,1,3,0,6,3,4,2,1,2,4,0,2,6,0,0,2,2,1,1,0,4,2,2,3,5,8,0,0,8,4,0,3,10,6,48,30,66,18,58,0,31,101,0,6,13,3,6,0,68,0,5,12,0,25
Siderastrea_Mexico_Barshis-Radice_Host_contig00183,3,1,5,2,1,7,8,13,10,0,27,16,0,3,4,0,4,5,1,8,2,0,13,2,1,8,7,4,5,4,3,10,22,1,11,12,29,14,8,35,24,1,11,5,0,11,22,10,14,37,43,0,15,0,7,6
Siderastrea_Mexico_Barshis-Radice_Host_contig00184,3,1,3,0,1,5,5,7,4,0,11,26,3,13,4,0,3,2,0,8,2,0,11,0,1,12,2,4,10,2,7,6,7,7,16,24,9,10,9,19,68,0,9,35,0,5,13,4,6,48,139,0,17,32,7,39
Siderastrea_Mexico_Barshis-Radice_Host_contig00185,8,6,3,5,1,9,10,7,14,0,28,9,0,0,8,0,2,11,0,15,4,0,13,3,7,11,4,0,4,4,2,14,10,6,8,11,9,11,5,12,7,0,6,3,8,6,5,5,16,0,5,0,9,3,11,1
Siderastrea_Mexico_Barshis-Radice_Host_contig00186,3,0,0,0,1,2,3,2,3,0,4,1,0,1,1,1,1,1,1,1,1,0,3,1,2,1,0,3,0,2,0,0,5,1,4,7,0,0,2,1,22,0,2,5,0,1,4,0,8,0,55,0,0,3,0,13
Siderastrea_Mexico_Barshis-Radice_Host_contig00187,23,13,9,17,12,35,35,24,27,3,51,40,0,24,32,0,6,18,1,38,23,3,42,4,12,34,32,19,27,9,22,43,44,14,35,43,63,36,29,44,144,0,38,37,0,28,20,12,29,30,323,0,32,40,16,42
