"","DEG","up.results_OC_RC_padj.1","down.results_OC_RC_padj.1"
"703","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15883",NA
"704","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15892",NA
"705","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15899",NA
"706","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig15922",NA
"707","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16112",NA
"708","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16228",NA
"709","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16252",NA
"710","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16289",NA
"711","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16520",NA
"712","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig16918",NA
"713","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17262",NA
"714","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17411",NA
"715","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17491",NA
"716","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17680",NA
"717","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17772",NA
"718","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17820",NA
"719","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig17963",NA
"720","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18071",NA
"721","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18097",NA
"722","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18108",NA
"723","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18341",NA
"724","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18382",NA
"725","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18420",NA
"726","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18452",NA
"727","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18515",NA
"728","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18516",NA
"729","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18548",NA
"730","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18689",NA
"731","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18717",NA
"732","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18912",NA
"733","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig18958",NA
"734","Up","Siderastrea_Mexico_Barshis-Radice_Host_contig19148",NA
